file1,file2,sketch_type,mode,precision,num_hashes,kmer_size,window_size,reg_eq_similarity,containment_AB,containment_BA,cosketch_geom,cosketch_arith,cosketch_max,jaccard_similarity_with_ends,containment_AB_with_ends,containment_BA_with_ends,cosketch_geom_with_ends,cosketch_arith_with_ends,cosketch_max_with_ends
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9108802308802308,0.9811388223619463,0.9272289925573501,0.9538031043237238,0.9541839074596482,0.9811388223619463,0.5537091677516013,0.7754431047460761,0.6550776192023113,0.7127239457769804,0.7152603619741937,0.7754431047460761
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8973289922034013,0.9813889320473632,0.9129828431511909,0.9465681472655376,0.9471858875992771,0.9813889320473632,0.5576688211142947,0.8023986850942441,0.6422031090118581,0.7178460351875954,0.7223008970530511,0.8023986850942441
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9846920656420083,0.9876967055867242,0.9969173553414165,0.9922963204673021,0.9923070304640703,0.9969173553414165,0.5612866715230911,0.7101140645142985,0.7231206065559068,0.7165878264772992,0.7166173355351027,0.7231206065559068
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9111450027992818,0.9780624680609873,0.9302577554345974,0.9538606796661852,0.9541601117477924,0.9780624680609873,0.5516661574744653,0.766467962536786,0.6587904008254021,0.7105925247703064,0.712629181681094,0.766467962536786
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8976364821637028,0.9817564918832272,0.9129735632644282,0.9467405783278832,0.9473650275738277,0.9817564918832272,0.557886220929123,0.8040166635980039,0.6414426046163616,0.7181438176669495,0.7227296341071827,0.8040166635980039
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9887164322118601,0.991580623759049,0.99709670489789,0.994334839272336,0.9943386643284695,0.99709670489789,0.5781292828052268,0.7261755481165775,0.7345075751429867,0.7303296796483328,0.7303415616297821,0.7345075751429867
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9112192976703456,0.9790016560267785,0.9294788327186965,0.953918925524303,0.9542402443727375,0.9790016560267785,0.552538409603636,0.7682824505318717,0.6584591383756301,0.7112542445612074,0.7133707944537508,0.7682824505318717
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.926793212625654,0.9701968681430981,0.9540239056583042,0.9620764031007794,0.9621103869007012,0.9701968681430981,0.6164649696484612,0.7809782467254158,0.7408722955360414,0.7606609930942769,0.7609252711307286,0.7809782467254158
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9108802308802308,0.9272289925573501,0.9811388223619463,0.9538031043237238,0.9541839074596482,0.9811388223619463,0.5537091677516013,0.6550776192023113,0.7754431047460761,0.7127239457769804,0.7152603619741937,0.7754431047460761
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9248779575423174,0.9686215892770661,0.9534964118006497,0.961029245011995,0.961059000538858,0.9686215892770661,0.6167926078238286,0.7817702084700754,0.7406593137248373,0.7609371761820873,0.7612147610974563,0.7817702084700754
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9044331787293711,0.9196209871152308,0.9821727560153202,0.9503823858871204,0.9508968715652755,0.9821727560153202,0.5463011894094311,0.6440498463355967,0.7763530809932657,0.7071139105659567,0.7102014636644312,0.7763530809932657
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9886130143675242,0.9911128246582239,0.9974778471682911,0.9942902426560211,0.9942953359132576,0.9974778471682911,0.6322222684410428,0.765830533321497,0.7791895330936905,0.7724811555550525,0.7725100332075938,0.7791895330936905
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9253456634943437,0.9690637304338696,0.9535648138869036,0.9612830362363217,0.9613142721603867,0.9690637304338696,0.6173253961702271,0.783475226163255,0.7399036975572617,0.7613778410110871,0.7616894618602583,0.783475226163255
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9067749300253718,0.9225455890045691,0.9816135481161146,0.9516213789746665,0.9520795685603418,0.9816135481161146,0.5492129404501074,0.6481511256271297,0.776047160378311,0.7092219966547427,0.7120991430027204,0.776047160378311
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9905381754539488,0.9929714570808376,0.9975537377262487,0.9952599602447939,0.9952625974035432,0.9975537377262487,0.6402247551773961,0.7729539085747656,0.7841852886206159,0.7785493458260277,0.7785695985976908,0.7841852886206159
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9934590566907359,0.9972564966155989,0.9961880889167521,0.9967221496100651,0.9967222927661755,0.9972564966155989,0.687272029379422,0.8122643841416151,0.8133218812363682,0.8127929607048515,0.8127931326889917,0.8133218812363682
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8973289922034013,0.9129828431511909,0.9813889320473632,0.9465681472655376,0.9471858875992771,0.9813889320473632,0.5576688211142947,0.6422031090118581,0.8023986850942441,0.7178460351875954,0.7223008970530511,0.8023986850942441
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9248779575423174,0.9534964118006497,0.9686215892770661,0.961029245011995,0.961059000538858,0.9686215892770661,0.6167926078238286,0.7406593137248373,0.7817702084700754,0.7609371761820873,0.7612147610974563,0.7817702084700754
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8936770908538207,0.9069553487679368,0.9840110997505502,0.9446979041819566,0.9454832242592435,0.9840110997505502,0.5506157605284554,0.6318395645573898,0.8039096557425696,0.7127004467711987,0.7178746101499797,0.8039096557425696
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9254084853853632,0.9507682438691414,0.9720529279414553,0.9613516813563882,0.9614105859052984,0.9720529279414553,0.61117929379148,0.7302981788979539,0.7842802492301638,0.7568080587298355,0.7572892140640588,0.7842802492301638
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9985593941751761,0.9994715221826477,0.9990871748307244,0.9992793300280083,0.999279348506686,0.9994715221826477,0.9769383058259531,0.9898172004503161,0.986655528394826,0.988235100026605,0.988236364422571,0.9898172004503161
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8954256058253386,0.909515436747868,0.9831003784588134,0.9455923910866467,0.9463079076033407,0.9831003784588134,0.5534665237472285,0.635859862397766,0.8035887983444625,0.7148215600691519,0.7197243303711143,0.8035887983444625
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9255260098263511,0.9516765489291942,0.9712342397490337,0.9614056633316812,0.961455394339114,0.9712342397490337,0.6127293225376652,0.7324909985455152,0.7843827119577277,0.7579929260380701,0.7584368552516214,0.7843827119577277
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8918638974678069,0.9835047730725522,0.9055175075547433,0.9437058815016736,0.9445111403136477,0.9835047730725522,0.5499846502822643,0.8027467231579044,0.6317469577086768,0.712132572043728,0.7172468404332906,0.8027467231579044
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9846920656420083,0.9969173553414165,0.9876967055867242,0.9922963204673021,0.9923070304640703,0.9969173553414165,0.5612866715230911,0.7231206065559068,0.7101140645142985,0.7165878264772992,0.7166173355351027,0.7231206065559068
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9044331787293711,0.9821727560153202,0.9196209871152308,0.9503823858871204,0.9508968715652755,0.9821727560153202,0.5463011894094311,0.7763530809932657,0.6440498463355967,0.7071139105659567,0.7102014636644312,0.7763530809932657
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8936770908538207,0.9840110997505502,0.9069553487679368,0.9446979041819566,0.9454832242592435,0.9840110997505502,0.5506157605284554,0.8039096557425696,0.6318395645573898,0.7127004467711987,0.7178746101499797,0.8039096557425696
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9083804205120658,0.9811712582419096,0.9245831447758055,0.9524570370935052,0.9528772015088576,0.9811712582419096,0.5454492279541198,0.7683620413621467,0.6485396521657597,0.7059130619576179,0.7084508467639532,0.7683620413621467
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.8932657247037374,0.9839646149468235,0.9065637503592534,0.9444716255912567,0.9452641826530385,0.9839646149468235,0.5505102024535244,0.8052743823045859,0.6308905361064869,0.7127692380882892,0.7180824592055364,0.8052743823045859
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9941752581608794,0.998947285168317,0.9952135233746996,0.9970786565451852,0.9970804042715082,0.998947285168317,0.5866431766622213,0.7398459991596834,0.7348748156512508,0.7373562180132394,0.7373604074054672,0.7398459991596834
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9074676391988212,0.9815627879228864,0.9232910196865444,0.9519811486304175,0.9524269038047154,0.9815627879228864,0.5456655527830925,0.76977576774825,0.6478724741390424,0.7061986485284006,0.7088241209436461,0.76977576774825
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9238984563018721,0.9717543426165739,0.9494579067894835,0.9605414327629614,0.9606061247030286,0.9717543426165739,0.6113437834088806,0.783776192550519,0.7307789896835152,0.7568138305620877,0.7572775911170171,0.783776192550519
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9111450027992818,0.9302577554345974,0.9780624680609873,0.9538606796661852,0.9541601117477924,0.9780624680609873,0.5516661574744653,0.6587904008254021,0.766467962536786,0.7105925247703064,0.712629181681094,0.766467962536786
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9886130143675242,0.9974778471682911,0.9911128246582239,0.9942902426560211,0.9942953359132576,0.9974778471682911,0.6322222684410428,0.7791895330936905,0.765830533321497,0.7724811555550525,0.7725100332075938,0.7791895330936905
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9254084853853632,0.9720529279414553,0.9507682438691414,0.9613516813563882,0.9614105859052984,0.9720529279414553,0.61117929379148,0.7842802492301638,0.7302981788979539,0.7568080587298355,0.7572892140640588,0.7842802492301638
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9083804205120658,0.9245831447758055,0.9811712582419096,0.9524570370935052,0.9528772015088576,0.9811712582419096,0.5454492279541198,0.6485396521657597,0.7683620413621467,0.7059130619576179,0.7084508467639532,0.7683620413621467
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9250681965712227,0.9720567303022561,0.9504063430627898,0.961170579187763,0.961231536682523,0.9720567303022561,0.6115344802695638,0.7858573859246515,0.7294293532758062,0.7571178539580441,0.7576433696002288,0.7858573859246515
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9097306310035475,0.9269902847213021,0.9800488563701445,0.9531504437429312,0.9535195705457233,0.9800488563701445,0.5482550840797846,0.6526295427834794,0.7680122218077956,0.7079741980966155,0.7103208822956375,0.7680122218077956
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh37/ENCSR954JMZ_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9970708385265334,0.9994281046652739,0.9976332833743438,0.9985302907542738,0.9985306940198089,0.9994281046652739,0.6612296508069734,0.7952442745998012,0.7929671778846793,0.7941049100454884,0.7941057262422402,0.7952442745998012
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/GRCh38/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/narrow/CHM13/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9939120648662767,0.997292511669343,0.9966073113038517,0.9969498526196034,0.9969499114865974,0.997292511669343,0.6869796024887946,0.8107557747544608,0.8144127031447066,0.8125821817563816,0.8125842389495836,0.8144127031447066
