num_files,rep,tool,similarity,subB,num_pairs,num_intervals_per_file,precision,threads,corpus_seed,wall_time,cpu_time,max_rss_mb,sort_time,sketch_creation_time,comparison_time,pair_time,write_time,bedtools_serial_ms,bedtools_parallel_eff,mae_vs_bedtools,max_err_vs_bedtools,hostname,cpu_model,git_sha,slurm_job_id
2,1,hammock,register-equality,0.001,4,10000,18,16,20260810,0.03779125213623047,0.41961400000000004,9.11328125,0.1079416275024414,0.028943,0.000915,0.000899,1.6e-05,,,0.025048777700693338,0.025931715673070094,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,1,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.23816227912902832,3.412155,9.12890625,0.1079416275024414,0.229234,0.000999,0.00098,1.9e-05,,,0.001519273036672101,0.0031626394003883285,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,1,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.0927724838256836,1.2780439999999986,9.12109375,0.1079416275024414,0.084453,0.000967,0.000952,1.5e-05,,,0.0018693026423710069,0.0025417335531505852,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,1,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.04899954795837402,0.5988310000000003,9.14453125,0.1079416275024414,0.040529,0.001024,0.001009,1.4e-05,,,0.0012097525478109716,0.001744050960049856,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,1,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.0382237434387207,0.4328510000000013,9.15234375,0.1079416275024414,0.028955,0.001729,0.001713,1.6e-05,,,0.0013898321670986098,0.002092679618192733,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,bedtools,exact,,4,10000,18,16,20260810,0.12012887001037598,0.17219699999999882,18.95703125,0.1080629825592041,,,,,11.068344116210938,0.023034313307148654,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,register-equality,1.0,4,10000,18,16,20260810,0.23834514617919922,3.387074999999995,9.13671875,0.1080629825592041,0.230171,0.000307,0.000287,2e-05,,,0.16363643524169924,0.1644893103027344,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,register-equality,0.1,4,10000,18,16,20260810,0.09326696395874023,1.2759009999999984,9.10546875,0.1080629825592041,0.085084,0.000325,0.000309,1.6e-05,,,0.1643469226074219,0.16473207788085936,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,register-equality,0.01,4,10000,18,16,20260810,0.04973006248474121,0.5948340000000018,9.12890625,0.1080629825592041,0.040931,0.000383,0.000368,1.4e-05,,,0.14363464670567802,0.14445815416598434,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,register-equality,0.001,4,10000,18,16,20260810,0.0382990837097168,0.42174299999999965,9.14453125,0.1080629825592041,0.029034,0.000909,0.000894,1.4e-05,,,0.024842224090546643,0.02582716646613349,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.23900079727172852,3.399064999999998,9.10546875,0.1080629825592041,0.230148,0.000997,0.000978,1.9e-05,,,0.0009605020356654413,0.002304263560296102,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.0938870906829834,1.2842720000000014,9.12890625,0.1080629825592041,0.084807,0.001032,0.001014,1.7e-05,,,0.0020382044517128182,0.0028762494749677986,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.04937624931335449,0.6014350000000029,9.15234375,0.1080629825592041,0.040835,0.001046,0.00103,1.5e-05,,,0.0018066874169653524,0.003358631136912038,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,2,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.03852272033691406,0.431855999999995,9.14453125,0.1080629825592041,0.029041,0.001696,0.001681,1.5e-05,,,0.001249559868795231,0.003263184149846804,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,bedtools,exact,,4,10000,18,16,20260810,0.11982321739196777,0.17135300000000142,18.95703125,0.1083221435546875,,,,,11.019468307495117,0.02299109585633985,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,register-equality,1.0,4,10000,18,16,20260810,0.23703956604003906,3.396957,9.11328125,0.1083221435546875,0.229037,0.000298,0.00028,1.7e-05,,,0.16339580841064452,0.16457529174804686,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,register-equality,0.1,4,10000,18,16,20260810,0.09254908561706543,1.2665799999999963,9.11328125,0.1083221435546875,0.084461,0.000312,0.000299,1.3e-05,,,0.1644152862548828,0.16495936816406248,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,register-equality,0.01,4,10000,18,16,20260810,0.04889416694641113,0.5928599999999982,9.13671875,0.1083221435546875,0.040687,0.000418,0.000401,1.6e-05,,,0.14286111432733228,0.14476383736105075,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,register-equality,0.001,4,10000,18,16,20260810,0.03741717338562012,0.4188349999999994,9.12109375,0.1083221435546875,0.028961,0.000829,0.000815,1.4e-05,,,0.02493534432766894,0.026367061291643734,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.23824405670166016,3.4103650000000028,9.12109375,0.1083221435546875,0.229316,0.001021,0.001002,1.9e-05,,,0.0013395412064131813,0.003228658145565222,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.09355878829956055,1.2751269999999988,9.11328125,0.1083221435546875,0.084381,0.000966,0.000951,1.4e-05,,,0.0015428547477259573,0.002417729198730234,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.0495758056640625,0.6001799999999969,9.16015625,0.1083221435546875,0.040644,0.001014,0.000998,1.5e-05,,,0.0017229264874536847,0.0031683272822919245,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,3,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.03784990310668945,0.4313860000000016,9.15234375,0.1083221435546875,0.028831,0.001724,0.001708,1.6e-05,,,0.00031572594252126177,0.0006275533288272322,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,bedtools,exact,,4,10000,18,16,20260810,0.11918306350708008,0.17033999999999816,18.95703125,0.10807991027832031,,,,,10.938644409179688,0.02294504791054032,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,register-equality,1.0,4,10000,18,16,20260810,0.23773598670959473,3.4014469999999974,9.10546875,0.10807991027832031,0.229869,0.000305,0.000284,2.1e-05,,,0.16368205834960936,0.16446857177734375,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,register-equality,0.1,4,10000,18,16,20260810,0.09285521507263184,1.2698009999999997,9.11328125,0.10807991027832031,0.084673,0.000293,0.000279,1.3e-05,,,0.16366298486328124,0.16474704467773438,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,register-equality,0.01,4,10000,18,16,20260810,0.04874467849731445,0.592678000000002,9.11328125,0.10807991027832031,0.040757,0.000387,0.000372,1.5e-05,,,0.1437015634301288,0.14449765407040377,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,register-equality,0.001,4,10000,18,16,20260810,0.03757190704345703,0.4202809999999979,9.11328125,0.10807991027832031,0.028986,0.000923,0.000907,1.6e-05,,,0.025142630234148602,0.026087952027323877,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.2382798194885254,3.413502000000005,9.13671875,0.10807991027832031,0.229852,0.001037,0.001018,1.9e-05,,,0.001386254126021464,0.002603587902897511,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.09297347068786621,1.2787719999999996,9.14453125,0.10807991027832031,0.084489,0.00094,0.000926,1.4e-05,,,0.0007755024272113921,0.0012335729090719033,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.0499417781829834,0.6010650000000006,9.15234375,0.10807991027832031,0.040666,0.001016,0.001001,1.5e-05,,,0.0005849364502899697,0.000970271490015176,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,4,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.037839651107788086,0.43016199999999705,9.13671875,0.10807991027832031,0.028744,0.001674,0.001658,1.5e-05,,,0.0009329170408834062,0.0025647796602469436,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,bedtools,exact,,4,10000,18,16,20260810,0.12115669250488281,0.17369200000000018,18.94140625,0.10865068435668945,,,,,10.972023010253906,0.02264015050140898,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,register-equality,1.0,4,10000,18,16,20260810,0.2395460605621338,3.4100070000000056,9.12109375,0.10865068435668945,0.231738,0.000309,0.00029,1.9e-05,,,0.16471034570312498,0.16561923657226563,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,register-equality,0.1,4,10000,18,16,20260810,0.09220170974731445,1.2681549999999906,9.13671875,0.10865068435668945,0.084505,0.000303,0.000289,1.3e-05,,,0.16450625939941405,0.16528793408203124,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,register-equality,0.01,4,10000,18,16,20260810,0.04875373840332031,0.591947000000006,9.14453125,0.10865068435668945,0.040792,0.000431,0.000413,1.7e-05,,,0.14412937900756156,0.14490393793570489,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,register-equality,0.001,4,10000,18,16,20260810,0.03715825080871582,0.41841300000000015,9.13671875,0.10865068435668945,0.028955,0.000845,0.00083,1.5e-05,,,0.025617969865122842,0.02571960774872943,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.24048542976379395,3.4245880000000053,9.11328125,0.10865068435668945,0.231951,0.000995,0.000975,1.9e-05,,,0.000544056239008165,0.00114693647758779,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.09310054779052734,1.2789909999999949,9.13671875,0.10865068435668945,0.08443,0.001076,0.001061,1.4e-05,,,0.0012124505900349448,0.0018460591032493368,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.04930257797241211,0.6010180000000087,9.15234375,0.10865068435668945,0.040853,0.001001,0.000985,1.6e-05,,,0.0015088480274565857,0.0019133869095341316,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,5,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.03825807571411133,0.4300059999999928,9.13671875,0.10865068435668945,0.02899,0.001643,0.001628,1.5e-05,,,0.0015933620848749656,0.002480808364161771,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,bedtools,exact,,4,10000,18,16,20260810,0.12490057945251465,0.17539100000000696,18.94921875,0.10843396186828613,,,,,10.918378829956055,0.021854139664153963,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,register-equality,1.0,4,10000,18,16,20260810,0.23635435104370117,3.392791000000006,9.10546875,0.10843396186828613,0.228514,0.000309,0.000289,2e-05,,,0.16349519769287107,0.16409920166015624,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,register-equality,0.1,4,10000,18,16,20260810,0.09230804443359375,1.2660609999999992,9.15234375,0.10843396186828613,0.084447,0.000304,0.00029,1.4e-05,,,0.1643363384399414,0.16573189208984374,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,register-equality,0.01,4,10000,18,16,20260810,0.04935622215270996,0.5897489999999976,9.10546875,0.10843396186828613,0.040578,0.000385,0.000371,1.4e-05,,,0.1437742231002669,0.14410765081756793,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,register-equality,0.001,4,10000,18,16,20260810,0.03758955001831055,0.41802400000000195,9.14453125,0.10843396186828613,0.028866,0.000888,0.000873,1.5e-05,,,0.024309774316223203,0.024752131099719632,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.23723053932189941,3.4019209999999918,9.11328125,0.10843396186828613,0.22841,0.001048,0.001028,1.9e-05,,,0.0013614208718265887,0.0021690827203747626,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.09293103218078613,1.2786249999999904,9.14453125,0.10843396186828613,0.084483,0.001002,0.000986,1.6e-05,,,0.0014502610776905359,0.0019390525243097173,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.048456430435180664,0.6013910000000051,9.12890625,0.10843396186828613,0.040641,0.001123,0.001107,1.5e-05,,,0.0010072058335181162,0.002252523562290082,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,6,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.03788113594055176,0.4296549999999977,9.12890625,0.10843396186828613,0.028743,0.001735,0.001719,1.5e-05,,,0.0011203218753485823,0.0018679924365958833,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,bedtools,exact,,4,10000,18,16,20260810,0.1186056137084961,0.17028499999999225,18.95703125,0.10815811157226562,,,,,11.007070541381836,0.023200989812410044,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,register-equality,1.0,4,10000,18,16,20260810,0.23708343505859375,3.3939639999999938,9.11328125,0.10815811157226562,0.228098,0.000401,0.000377,2.4e-05,,,0.16454921771240236,0.16483701342773438,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,register-equality,0.1,4,10000,18,16,20260810,0.09311437606811523,1.269612000000007,9.10546875,0.10815811157226562,0.084737,0.000334,0.000316,1.7e-05,,,0.1642984013671875,0.16497228149414062,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,register-equality,0.01,4,10000,18,16,20260810,0.048662662506103516,0.5933919999999939,9.12890625,0.10815811157226562,0.040793,0.000415,0.0004,1.5e-05,,,0.1438948080645127,0.14480407031281148,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,register-equality,0.001,4,10000,18,16,20260810,0.03741574287414551,0.4199370000000022,9.12109375,0.10815811157226562,0.02898,0.000859,0.000845,1.4e-05,,,0.024584323304643812,0.025058711788969373,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.23629260063171387,3.398930000000007,9.10546875,0.10815811157226562,0.22787,0.001044,0.001016,2.8e-05,,,0.0004153958570968265,0.000550516924644584,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.09270238876342773,1.2751589999999888,9.12890625,0.10815811157226562,0.08427,0.000921,0.000907,1.3e-05,,,0.0012662184176408936,0.0019643463366120217,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.04912137985229492,0.6021330000000018,9.13671875,0.10815811157226562,0.040585,0.001111,0.001094,1.6e-05,,,0.0008400426675907458,0.0014817816053700333,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,7,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.03893852233886719,0.43160100000000123,9.12890625,0.10815811157226562,0.029008,0.001722,0.001706,1.5e-05,,,0.0003199998208229006,0.0007233170940002809,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,bedtools,exact,,4,10000,18,16,20260810,0.12554454803466797,0.1779739999999994,18.94140625,0.1083369255065918,,,,,11.001825332641602,0.021908210083331433,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,register-equality,1.0,4,10000,18,16,20260810,0.23944497108459473,3.400956000000004,9.13671875,0.1083369255065918,0.231396,0.000329,0.000305,2.3e-05,,,0.16339765625,0.16427557568359374,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,register-equality,0.1,4,10000,18,16,20260810,0.09230852127075195,1.2654169999999985,9.13671875,0.1083369255065918,0.08429,0.00032,0.000304,1.5e-05,,,0.16420923309326171,0.16456852465820312,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,register-equality,0.01,4,10000,18,16,20260810,0.04851961135864258,0.5924210000000074,9.13671875,0.1083369255065918,0.040672,0.000428,0.000411,1.7e-05,,,0.14218202037073138,0.1430485251479526,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,register-equality,0.001,4,10000,18,16,20260810,0.036921024322509766,0.416404,9.14453125,0.1083369255065918,0.028808,0.000825,0.00081,1.5e-05,,,0.025186845130321423,0.025679402624582848,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.23973917961120605,3.4092479999999963,9.14453125,0.1083369255065918,0.231326,0.001039,0.001019,2e-05,,,0.0018530312808598508,0.0041835039793806095,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,inclusion-exclusion,0.1,4,10000,18,16,20260810,0.09354043006896973,1.280199999999995,9.10546875,0.1083369255065918,0.084683,0.000972,0.000954,1.7e-05,,,0.0013869088223594436,0.002582302140343884,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,inclusion-exclusion,0.01,4,10000,18,16,20260810,0.04967617988586426,0.6034770000000056,9.13671875,0.1083369255065918,0.04098,0.001115,0.001099,1.6e-05,,,0.0005954087553824566,0.001390623119018955,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,8,hammock,inclusion-exclusion,0.001,4,10000,18,16,20260810,0.038289546966552734,0.4347149999999922,9.12109375,0.1083369255065918,0.028957,0.001721,0.001706,1.5e-05,,,0.0015729559980872006,0.002790297512236889,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,9,bedtools,exact,,4,10000,18,16,20260810,0.12117290496826172,0.17362400000000733,18.9609375,0.1094505786895752,,,,,11.023521423339844,0.022743371189762236,0.0,0.0,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,9,hammock,register-equality,1.0,4,10000,18,16,20260810,0.23920273780822754,3.3873490000000004,9.11328125,0.1094505786895752,0.231197,0.000322,0.000301,2e-05,,,0.16375907806396484,0.1651005407714844,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,9,hammock,register-equality,0.1,4,10000,18,16,20260810,0.0925741195678711,1.2662499999999897,9.15234375,0.1094505786895752,0.084399,0.000312,0.000296,1.5e-05,,,0.16481002716064452,0.16557183471679687,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,9,hammock,register-equality,0.01,4,10000,18,16,20260810,0.048392295837402344,0.5886840000000118,9.10546875,0.1094505786895752,0.040526,0.000428,0.000412,1.6e-05,,,0.1433508142960908,0.1435742175664722,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,9,hammock,register-equality,0.001,4,10000,18,16,20260810,0.037940263748168945,0.4176219999999895,9.11328125,0.1094505786895752,0.028938,0.000867,0.000851,1.5e-05,,,0.025702242019250195,0.026471304297196754,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
2,9,hammock,inclusion-exclusion,1.0,4,10000,18,16,20260810,0.24116849899291992,3.400505999999998,9.12109375,0.1094505786895752,0.231246,0.001048,0.001025,2.2e-05,,,0.00123591068475154,0.002935318345202817,c573,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,ec2d14a-dirty,30328362
