num_files,num_pairs,tool,similarity,subB,n_reps,num_intervals_per_file,precision,threads,mean_wall_time,median_wall_time,sd_wall_time,mean_cpu_time,median_cpu_time,sd_cpu_time,mean_max_rss_mb,median_max_rss_mb,sd_max_rss_mb,mean_sketch_creation_time,median_sketch_creation_time,sd_sketch_creation_time,mean_comparison_time,median_comparison_time,sd_comparison_time,mean_pair_time,median_pair_time,sd_pair_time,mean_write_time,median_write_time,sd_write_time,mean_mae_vs_bedtools,median_mae_vs_bedtools,sd_mae_vs_bedtools,mean_max_err_vs_bedtools,median_max_err_vs_bedtools,sd_max_err_vs_bedtools
4,16,hammock,inclusion-exclusion,0.001,20,10000,18,16,0.0664873719215393,0.06622493267059326,0.0006706941655220838,0.8781228499999988,0.8779060000000314,0.002102129728953972,10.1296875,10.12890625,0.0167942451276589,0.0570271,0.0570145,0.0001473441728171085,0.0016953,0.0016955,4.579829920997413e-05,0.00167285,0.0016735,4.600603507321508e-05,2.1799999999999998e-05,2.15e-05,1.1964860832322383e-06,0.0009144648843851617,0.0009115555087481613,0.00015512370639017063,0.002401783595260909,0.002242413364455534,0.0005314380633605089
4,16,hammock,inclusion-exclusion,0.01,20,10000,18,16,0.0894171118736267,0.08929812908172607,0.0004678213450527186,1.2299376499999957,1.2298030000000644,0.002257895813059889,10.12734375,10.12109375,0.01711632992203644,0.0806431,0.080638,0.00015327028070493068,0.00108215,0.0010925,5.351367262573871e-05,0.00106025,0.00107,5.286713733999899e-05,2.145e-05,2.2e-05,1.1909748329127605e-06,0.0012078043969613987,0.0011747161105864828,0.0002633312514168851,0.0032296523571930906,0.0030925209629667424,0.000797965230141896
4,16,hammock,inclusion-exclusion,0.1,20,10000,18,16,0.1769988417625427,0.1767885684967041,0.0005684509439255191,2.5836822500000136,2.581433000000034,0.005441509735098151,10.13125,10.1328125,0.01644634042840054,0.16827655,0.1681665,0.00038261475402811656,0.0010029,0.0009735,5.446959557501104e-05,0.00097935,0.000953,5.2583042093335315e-05,2.31e-05,2.15e-05,4.387782079701243e-06,0.001354666552545511,0.0013325897033421492,0.0002728582755675702,0.0033577999385920043,0.003141017562867679,0.0009961390985197608
4,16,hammock,inclusion-exclusion,1.0,20,10000,18,16,0.46820917129516604,0.46895503997802734,0.0017018008304184862,6.84149435,6.8414205,0.01533746347065534,10.12890625,10.12109375,0.018626236271227177,0.4593719,0.4599625,0.0016176047236903294,0.0010089,0.000981,5.5395135640519725e-05,0.00097935,0.000956,5.0513442713171335e-05,2.92e-05,2.55e-05,6.005260851514848e-06,0.0012416996902563646,0.0012813008463062586,0.0002349713274876035,0.0032483202692485946,0.0032379494007540865,0.0006791583686801323
4,16,hammock,register-equality,0.001,20,10000,18,16,0.06568858623504639,0.06562483310699463,0.00038579358364479785,0.8658259999999889,0.8662540000000027,0.0019077176774558698,10.133984375,10.13671875,0.016085923620779524,0.057096,0.057105500000000003,0.00013607544347085407,0.0008718,0.0008515,4.35655585840104e-05,0.0008503,0.0008294999999999999,4.305333289867593e-05,2.1e-05,2.1e-05,6.488856845230494e-07,0.024842853369593437,0.024847280767021442,0.0002328935491597565,0.026066103770583104,0.025955275201294384,0.00046755291573131455
4,16,hammock,register-equality,0.01,20,10000,18,16,0.08905997276306152,0.08897709846496582,0.0005012290092083728,1.2203046000000128,1.220436999999989,0.0014474634583110416,10.130859375,10.12890625,0.016402333492424502,0.08072404999999999,0.0807145,0.00015294012416284766,0.0004047,0.000414,2.554067962661671e-05,0.0003837,0.000393,2.3903534202465142e-05,2.045e-05,2e-05,1.7312909694943337e-06,0.14341035717752,0.1433996131943791,0.00027747641072831564,0.14474869411973576,0.144794491289281,0.00041072522315668917
4,16,hammock,register-equality,0.1,20,10000,18,16,0.17681219577789306,0.17676937580108643,0.0005024813887711846,2.5770205999999893,2.57657849999999,0.004157923120216129,10.126953125,10.12890625,0.014968743132621214,0.1684764,0.1684675,0.00026174825189181195,0.00032265,0.0003255,1.536323362344076e-05,0.00030155,0.0003045,1.4354441821262151e-05,2.05e-05,2.1e-05,1.3954814298487205e-06,0.16416488477478028,0.16410606565856933,0.0002603995190611964,0.16578815344238282,0.1656887227783203,0.0004739438295088644
4,16,hammock,register-equality,1.0,20,10000,18,16,0.4677542567253113,0.4681222438812256,0.0014566572035484668,6.833203950000021,6.83029449999999,0.015623052597718734,10.117578125,10.11328125,0.015516688742222881,0.4594031,0.45976649999999997,0.001595595975110705,0.00033315,0.0003345,1.3136029200557324e-05,0.00030565,0.0003055,1.1948463895986134e-05,2.685e-05,2.7e-05,1.980829172474576e-06,0.16399253198394775,0.1640069864120483,0.0002668491675933367,0.1656951366088867,0.16568960021972656,0.0004721077936823281
8,64,bedtools,exact,,20,10000,18,16,0.2733263850212097,0.27140140533447266,0.006739129918310912,1.1320796000000488,1.1328390000000468,0.010368356345410073,19.008203125,19.0078125,0.0066942254364548365,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
8,64,hammock,inclusion-exclusion,0.001,20,10000,18,16,0.12512322664260864,0.1250213384628296,0.0005792528485486043,1.812840499999974,1.812381499999903,0.0034342177765362748,12.128515625,12.125,0.018008037713370777,0.1129079,0.1129255,0.00023030846591839455,0.0044329,0.00443,2.83955148422757e-05,0.0043826,0.00438,2.7599389772048863e-05,4.98e-05,4.9e-05,1.6415653633362464e-06,0.0008400218711086042,0.000830517908425855,7.699540658183033e-05,0.0028988077812725104,0.002922286527496619,0.00044571216563260785
8,64,hammock,inclusion-exclusion,0.01,20,10000,18,16,0.17109124660491942,0.17085015773773193,0.0009287299832084461,2.514391850000017,2.51477750000001,0.003553945343253944,12.13046875,12.1328125,0.01501695176993408,0.16012735,0.16009400000000001,0.00026141503097766296,0.00312235,0.0031225000000000003,1.3773639965337315e-05,0.0030765,0.003076,1.3272448709143337e-05,4.545e-05,4.5e-05,1.5719582155957412e-06,0.0012056001711211464,0.0012184902833621348,7.607957564275258e-05,0.0038505410631709687,0.0038650758784084943,0.0005115933884771727
8,64,hammock,inclusion-exclusion,0.1,20,10000,18,16,0.3465362310409546,0.3459923267364502,0.0023273454761442527,5.221718599999978,5.22124399999991,0.006034039359280402,12.1265625,12.125,0.015950555797938762,0.33544745,0.335436,0.0004215874105530676,0.00286055,0.002859,1.0414943717158465e-05,0.0028154,0.0028155,1.0786931664604258e-05,4.485e-05,4.4e-05,1.8144159564878984e-06,0.0012693499474360872,0.0012765205204574664,0.00014564288142644252,0.00394718484152433,0.003872322585401114,0.0007215131029731503
8,64,hammock,inclusion-exclusion,1.0,20,10000,18,16,0.9278619170188904,0.9280725717544556,0.0022801183473786482,13.731539400000024,13.73420999999997,0.017831830137202565,12.1359375,12.140625,0.015501153925637787,0.9173929000000001,0.9177219999999999,0.002339296563184386,0.0028614,0.0028595,1.1577655430317468e-05,0.0028109,0.002809,1.113505607009731e-05,4.995e-05,4.95e-05,1.538112308540638e-06,0.0012112192940712731,0.0011707523763129816,0.00017978360164605138,0.003941429899403798,0.003919616644268292,0.0004415648379751646
8,64,hammock,register-equality,0.001,20,10000,18,16,0.12375658750534058,0.12365365028381348,0.00045750880332139375,1.7916620500000058,1.791315000000088,0.002312379282208053,12.1328125,12.1328125,0.012673548525840824,0.1128065,0.112809,0.0002017101881413024,0.0031925,0.003183,2.7192297671060808e-05,0.0031434,0.0031345,2.679630767966286e-05,4.86e-05,4.8e-05,1.7888543819998313e-06,0.024779823858786087,0.024783072691135104,0.00015625225867192,0.02640219052088918,0.026430335133721318,0.0003774567129577687
8,64,hammock,register-equality,0.01,20,10000,18,16,0.1693729043006897,0.16928696632385254,0.0005434970440309852,2.4878218499999853,2.488129500000114,0.0037441275882860235,12.125390625,12.1171875,0.015308261698623806,0.1600616,0.16001949999999998,0.0002877516107230051,0.0014246,0.0014285,1.2934653577034615e-05,0.00137525,0.0013795,1.2764568560132197e-05,4.885e-05,4.85e-05,1.4964871146156003e-06,0.14344504252582113,0.1434763281779458,0.00013499152198112087,0.14523126764316,0.14517710935689615,0.00032041651222738905
8,64,hammock,register-equality,0.1,20,10000,18,16,0.3448051929473877,0.34475958347320557,0.0009231554406672579,5.194662950000004,5.193469499999974,0.007025617339251694,12.1265625,12.125,0.01257175130684077,0.3354842,0.335456,0.00044695043879253746,0.0010952,0.001095,1.1052982450571067e-05,0.00104595,0.001046,1.0762874787165825e-05,4.875e-05,4.9e-05,1.1180339887498945e-06,0.16420124808944703,0.1642055344791412,0.0001285399587717594,0.16620624938964845,0.1661899851074219,0.0003519823401344443
8,64,hammock,register-equality,1.0,20,10000,18,16,0.9270944237709046,0.9269306659698486,0.003357370480623828,13.704875400000008,13.713873500000048,0.019407690977896984,12.130859375,12.125,0.01807925119030027,0.9174211,0.9175949999999999,0.002356613580632396,0.0011062000000000001,0.0011045,1.3004452678743707e-05,0.0010509,0.001049,1.2212590569615157e-05,5.485e-05,5.4499999999999997e-05,1.8715318802914827e-06,0.16394385735191344,0.16391273468818668,0.0001225290393494304,0.165970317109375,0.16601698522949218,0.0003367835921612336
16,256,bedtools,exact,,20,10000,18,16,0.7342061996459961,0.734107494354248,0.0162803447944865,4.0907076999999425,4.091961999999796,0.024019858521185863,19.0166015625,19.015625,0.009473424539855455,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
16,256,hammock,inclusion-exclusion,0.001,20,10000,18,16,0.24849592447280883,0.24825096130371094,0.0009338392015719331,3.7740011500000405,3.7739010000000484,0.006701474843725118,16.14140625,16.14453125,0.0167942451276589,0.2251955,0.2251915,0.00045686869010690427,0.015038600000000001,0.015036,3.7063814102024936e-05,0.0148963,0.014891999999999999,3.569918176859759e-05,0.00014185,0.000141,3.116593957309302e-06,0.0008430080615185696,0.0008532258480488651,3.4902828716573e-05,0.0033093227543581705,0.003291279532725351,0.0002646344800304846
16,256,hammock,inclusion-exclusion,0.01,20,10000,18,16,0.33864758014678953,0.3386516571044922,0.0005839278202073991,5.153069699999961,5.152269000000006,0.00663987249487309,16.13203125,16.125,0.01860898176426189,0.3194326,0.319423,0.0005012639183000041,0.01103705,0.01104,1.2176227918193175e-05,0.01090095,0.010904,1.2245192397104386e-05,0.0001357,0.000135,1.4545753585442724e-06,0.0012006784731077586,0.0011850461642016938,7.409111454901566e-05,0.004625513568014706,0.0045103720654847,0.0006012727491744737
16,256,hammock,inclusion-exclusion,0.1,20,10000,18,16,0.6884642839431763,0.6879916191101074,0.0011895984237530537,10.562002049999961,10.557878999999897,0.012847398681873764,16.13359375,16.1328125,0.013146325094369228,0.6702063,0.669935,0.0008985377653662913,0.01002155,0.0100205,8.592989798912369e-06,0.00988495,0.009883,8.432237637717896e-06,0.0001359,0.000136,1.4832396974191286e-06,0.001227771622937002,0.0012231364462974939,6.049524347905346e-05,0.004654838062497975,0.004551428085378312,0.0006888078222078154
16,256,hammock,inclusion-exclusion,1.0,20,10000,18,16,1.8559036254882812,1.8552607297897339,0.0034431528514723047,27.618973800000067,27.617019500000026,0.024889647403111358,17.177734375,17.1796875,0.014533195257459641,1.8354398,1.8350265000000001,0.0033686149676090973,0.0121582,0.0121035,0.00016739603214815872,0.01201265,0.011957,0.00016853494874170298,0.0001452,0.0001445,4.408126466807459e-06,0.0011859267420593407,0.0011832243445241552,8.689893347600703e-05,0.004538007515595515,0.004416885681634078,0.0005118379817189106
16,256,hammock,register-equality,0.001,20,10000,18,16,0.24584947824478148,0.24588501453399658,0.0008692438503316061,3.7310848499999723,3.729419499999956,0.00875474958186042,16.134765625,16.13671875,0.013382451118688196,0.2254186,0.225316,0.0006142113814092262,0.0120994,0.012085499999999999,8.744044589860782e-05,0.0119605,0.011946499999999999,8.715050502616598e-05,0.00013855,0.00013749999999999998,3.5611204623500766e-06,0.02479117355614785,0.02480568770634222,9.734152885633126e-05,0.026810201227028877,0.026715077954940082,0.00031674069393328793
16,256,hammock,register-equality,0.01,20,10000,18,16,0.33301860094070435,0.33290815353393555,0.0006889394866903484,5.060540499999956,5.058334999999879,0.008203052830345852,16.12421875,16.1171875,0.014758019396692697,0.319573,0.319427,0.0005534607864205609,0.0051004,0.0050985,1.2214745187682016e-05,0.0049631,0.0049605,1.1474915433698266e-05,0.0001368,0.000136,1.935812083093972e-06,0.14345434376977564,0.1434531704568039,0.00010227925111227602,0.14585030549717973,0.14581821931779632,0.00040439874238164914
16,256,hammock,register-equality,0.1,20,10000,18,16,0.6830623745918274,0.6828147172927856,0.0009997294439330004,10.468684950000059,10.46510500000024,0.012788036104810647,16.13203125,16.1328125,0.015187120961265347,0.6706264,0.670285,0.0008550327417553686,0.0038162,0.0038145,7.31688746020214e-06,0.0036764,0.0036755,6.410517673488245e-06,0.00013925,0.0001385,2.124419425334099e-06,0.16416995067731857,0.16416169372062683,8.055291631566718e-05,0.16651124797363281,0.16647158764648437,0.0002913751339470684
16,256,hammock,register-equality,1.0,20,10000,18,16,1.8502695202827453,1.8503732681274414,0.003248286259797804,27.517911,27.519447999999993,0.028050470424793524,17.1671875,17.1640625,0.011448360891641352,1.8357094999999999,1.8358005,0.0032851454105444007,0.0058465,0.005801,0.00018091594442549392,0.00569785,0.0056524999999999995,0.0001809292606750523,0.00014795,0.0001475,2.8186409565791197e-06,0.16395806361572265,0.16398613833885192,8.160911282880737e-05,0.16635927998779299,0.1663199862060547,0.00024968255487262787
32,1024,bedtools,exact,,20,10000,18,16,2.560289740562439,2.563231348991394,0.024430833021462248,15.922083700000094,15.868368999999916,0.10423557312528602,19.048828125,19.05078125,0.011787081482914607,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
32,1024,hammock,inclusion-exclusion,0.001,20,10000,18,16,0.5201935291290283,0.5185493230819702,0.0028633928382179267,8.074706599999976,8.066161500000113,0.022949088197582016,24.140625,24.140625,0.01433848336691011,0.45276515,0.451696,0.0026826831477184633,0.0582083,0.058195,4.523982874926956e-05,0.0577045,0.057688500000000004,4.497192106426552e-05,0.0005032,0.000503,5.136043941441795e-06,0.0008599132701069873,0.0008549389346522842,2.1609600284013495e-05,0.003725850439484938,0.003662431599893483,0.00032990268217437577
32,1024,hammock,inclusion-exclusion,0.01,20,10000,18,16,0.694284987449646,0.6928997039794922,0.0030234827874580953,10.723941750000069,10.718337500000196,0.019806629841272246,24.14765625,24.1484375,0.012899655429404633,0.64197005,0.6409985,0.0025778795136394677,0.0428896,0.0428965,3.5179838723786606e-05,0.0423938,0.042396500000000004,3.581913631448659e-05,0.0004953,0.000495,5.027293925217253e-06,0.0011998828591194657,0.0011793709541679867,5.137988776412341e-05,0.004932218558139472,0.004762797783270607,0.0005067583169148984
32,1024,hammock,inclusion-exclusion,0.1,20,10000,18,16,1.3972742915153504,1.3976826667785645,0.003167274604536576,21.583787799999893,21.586125000000095,0.026822335740696226,25.255078125,25.2578125,0.018500776510641668,1.343863,1.3442625000000001,0.0029395718986560677,0.043870150000000004,0.043879,0.00023097944201071001,0.0433683,0.04337149999999999,0.00023337909075150687,0.00050145,0.0005015,6.091192952037178e-06,0.0012086227278095992,0.0011982370523559436,4.914816964357586e-05,0.005245402993018837,0.0051938752918630204,0.0005601058022365849
32,1024,hammock,inclusion-exclusion,1.0,20,10000,18,16,3.725249707698822,3.724555492401123,0.005289841967032026,55.59798255000004,55.59397150000015,0.039281549846773185,25.184375,25.18359375,0.015292515154049778,3.6718378,3.6711715,0.005033661266649613,0.04395505,0.0440445,0.00024066497241470038,0.04344725,0.043540999999999996,0.00024076060942901704,0.0005073499999999999,0.0005045,6.4748501303525374e-06,0.0012145255188922475,0.0012037338689527995,4.547783280908593e-05,0.00523719765718901,0.005239916190173111,0.0005368576239637141
32,1024,hammock,register-equality,0.001,20,10000,18,16,0.5082176089286804,0.5072430372238159,0.00258152200962638,7.893508050000037,7.886219500000202,0.020630486346472927,24.14296875,24.140625,0.01683245733889706,0.45139575,0.450282,0.0023139103579734553,0.0477014,0.0476155,0.00023696377693425543,0.04721215,0.047129000000000004,0.0002339606973291387,0.0004887,0.000487,6.7908607314304575e-06,0.024794427710709804,0.02477443807760711,6.52576439151595e-05,0.02709871632403883,0.027104446368472812,0.00023941517094169175
32,1024,hammock,register-equality,0.01,20,10000,18,16,0.6690847992897033,0.6686913967132568,0.0024880106491268665,10.33884374999994,10.336445500000153,0.019852367303892848,24.141796875,24.140625,0.016674267558185987,0.6400483,0.6393755,0.0021472011182246584,0.01990115,0.0199,2.3510971682890206e-05,0.0194134,0.01941,2.1636713438529456e-05,0.0004872,0.00048550000000000004,5.625131577408477e-06,0.14347760285497618,0.14347233102833368,6.374589849493345e-05,0.14615083636839765,0.1461173952575857,0.0003473138871381441
32,1024,hammock,register-equality,0.1,20,10000,18,16,1.3727115750312806,1.3723604679107666,0.003449328935711447,21.196921599999904,21.197186999999822,0.033907339651631764,25.246484375,25.24609375,0.017647660346551235,1.34316125,1.34225,0.0026080651403513457,0.0201208,0.02006,0.0008992703826172814,0.0196237,0.019556,0.0008961773262028002,0.0004966,0.0004965,5.34494350322168e-06,0.16417802419285057,0.16419020726256367,5.378930734711958e-05,0.16699522998779298,0.1669293270263672,0.00030412457667308
32,1024,hammock,register-equality,1.0,20,10000,18,16,3.7025354504585266,3.701411724090576,0.0062668149760678055,55.22027830000004,55.216529999999885,0.0473051287463029,25.17890625,25.1796875,0.013388450872909673,3.6722019,3.6706955,0.005851126701216104,0.02097765,0.0208845,0.0009729179267056718,0.020473,0.020378,0.0009705554568064833,0.00050425,0.000503,8.403476724108396e-06,0.16396600730488775,0.16397874727253917,6.982859087326741e-05,0.16676206969726562,0.1667178780517578,0.00035014472421904334
64,4096,bedtools,exact,,3,10000,18,16,9.85667888323466,9.85689640045166,0.005747425925735793,63.18910799999957,62.954248999999436,0.48981806670097694,19.109375,19.109375,0.01171875,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
64,4096,hammock,inclusion-exclusion,0.001,3,10000,18,16,1.1733557383219402,1.1759421825408936,0.005124026974345738,18.320724666667008,18.335395000000972,0.06202465155375417,40.239583333333336,40.2421875,0.004510548978043951,0.9150236666666667,0.914308,0.001727509864901851,0.247309,0.248503,0.0039729237344806835,0.24532966666666667,0.246481,0.003957660462108055,0.001979,0.001963,3.764306044943742e-05,0.0008581555552851133,0.0008521794168026646,1.0995523373510032e-05,0.004024507989955452,0.003945604375610784,0.0004555095168517711
64,4096,hammock,inclusion-exclusion,0.01,3,10000,18,16,1.4844601949055989,1.4843387603759766,0.00042635310873208917,23.043595333333496,23.044438000001264,0.004027665120757189,41.26953125,41.26953125,0.0,1.2941043333333333,1.293817,0.0007854586770374028,0.17886433333333332,0.178858,0.0002545590959548211,0.17691433333333334,0.176914,0.000258500161186276,0.0019493333333333333,0.001948,7.0945988845975356e-06,0.0011778530055669605,0.001177827607607319,8.119883584515479e-06,0.0051685136389739246,0.00511650121868798,0.0002691286995099994
64,4096,hammock,inclusion-exclusion,0.1,3,10000,18,16,2.8641388416290283,2.864438772201538,0.0008735016094999764,44.40407266666681,44.40664200000086,0.013287629786553252,41.282552083333336,41.28515625,0.011933790872280834,2.695263333333333,2.69563,0.0009874504206964496,0.15810633333333335,0.158108,6.651566231597586e-05,0.156165,0.156165,6.60000000000105e-05,0.001941,0.001941,2.0000000000000486e-06,0.0012114636497047478,0.0012147353612355781,2.108280120736746e-05,0.005849347729943079,0.005924755754032396,0.00022558276677912115
64,4096,hammock,inclusion-exclusion,1.0,3,10000,18,16,7.526110728581746,7.528204679489136,0.005389685828933639,112.49884733333305,112.52158700000015,0.039635067078870156,41.20703125,41.20703125,0.0,7.353838,7.356837,0.005904405727928799,0.16100733333333334,0.161564,0.0010564129558715955,0.15903566666666666,0.159583,0.0010643727417278808,0.001971,0.00198,1.5588457268119837e-05,0.001182191123625982,0.0011886262701698977,2.7688222441020203e-05,0.005590596888263286,0.005694700053568827,0.0005682763098447517
64,4096,hammock,register-equality,0.001,3,10000,18,16,1.134201447168986,1.135627031326294,0.004255225445276804,17.68079899999996,17.667911999998807,0.05065134074254113,40.229166666666664,40.234375,0.023867581744561668,0.9164093333333333,0.916343,0.0017574391407196186,0.20661466666666667,0.206084,0.003166527172366175,0.20471433333333333,0.204177,0.0031663811099318586,0.0019003333333333333,0.001898,5.8594652770823965e-06,0.0248106811961966,0.024822191146294217,4.4542947903458466e-05,0.027201604358510673,0.027129805194805193,0.00012965184044305962
64,4096,hammock,register-equality,0.01,3,10000,18,16,1.3969484170277913,1.3951115608215332,0.006571589195405045,21.632158000000477,21.61401999999987,0.05380305720029182,41.256510416666664,41.25390625,0.011933790872280834,1.2964303333333334,1.295413,0.0038015035621886926,0.08963499999999999,0.088541,0.0026090971618550384,0.08772733333333334,0.086647,0.002589430503669355,0.001907,0.001897,1.9974984355438193e-05,0.14349434324280025,0.1434761308203031,3.963142503267803e-05,0.14643179792771163,0.14651830397760088,0.00019736168287956738
64,4096,hammock,register-equality,0.1,3,10000,18,16,2.769477049509684,2.7693915367126465,0.0020169506857286947,42.88563866666656,42.89195699999988,0.018965981185286314,41.248697916666664,41.24609375,0.004510548978043951,2.696337,2.696323,0.0021150347514876386,0.062581,0.062571,4.2883563284783627e-05,0.060682,0.060662,5.3860932037979716e-05,0.0018986666666666668,0.001903,1.3051181300301275e-05,0.16415976105429328,0.1641495577471134,3.263338327588834e-05,0.1671528856608073,0.167201591796875,0.00022494704150581165
64,4096,hammock,register-equality,1.0,3,10000,18,16,7.429522196451823,7.427423715591431,0.007085942179079186,110.98790633333397,110.97480800000153,0.03232330905549842,41.186197916666664,41.18359375,0.011933790872280834,7.351433666666667,7.350784,0.004944613871004944,0.06739033333333333,0.066178,0.0021485028120375683,0.06547033333333332,0.064271,0.0021355927358308125,0.0019196666666666667,0.001918,1.457166199626301e-05,0.16395540932364858,0.16396353575291636,4.4256039412526524e-05,0.16731444544270835,0.16741949267578127,0.00033394622118509244
128,16384,bedtools,exact,,3,10000,18,16,39.574110984802246,39.64058256149292,0.48586895639507455,255.50264300000006,257.01106900000093,3.5831509710396623,19.2265625,19.2265625,0.00390625,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
